Iso3_code,Year,population
GUY,2020,807481
GUY,2019,807665
GUY,2018,791556
GUY,2017,768479
GUY,2016,763548
GUY,2015,758781
GUY,2014,754229
GUY,2013,750021
GUY,2012,746288
GUY,2011,746153
GUY,2010,749256
GUY,2009,752094
GUY,2008,754606
GUY,2007,756861
GUY,2006,758966
GUY,2005,760914
GUY,2004,762418
GUY,2003,763101
GUY,2002,763652
GUY,2001,764477
GUY,2000,764832
GUY,1999,764483
GUY,1998,763586
GUY,1997,762245
GUY,1996,760526
GUY,1995,758388
GUY,1994,755822
GUY,1993,752965
GUY,1992,749911
GUY,1991,747861
GUY,1990,749894
HRV,2023,3859686
HRV,2022,3855641
HRV,2021,3878981
HRV,2020,3914206
HRV,2019,3949390
HRV,2018,3988775
HRV,2017,4041407
HRV,2016,4106867
HRV,2015,4151725
HRV,2014,4201598
HRV,2013,4233922
HRV,2012,4260368
HRV,2011,4280622
HRV,2010,4295427
HRV,2009,4305181
HRV,2008,4309705
HRV,2007,4310217
HRV,2006,4311159
HRV,2005,4310145
HRV,2004,4304600
HRV,2003,4303399
HRV,2002,4302174
HRV,2001,4299642
HRV,2000,4468302
HRV,1999,4512597
HRV,1998,4532135
HRV,1997,4534920
HRV,1996,4557097
HRV,1995,4620030
HRV,1994,4652024
HRV,1993,4600463
HRV,1992,4575818
HRV,1991,4689022
HRV,1990,4777368
LIE,2023,39850
LIE,2022,39493
LIE,2021,39182
LIE,2020,38901
LIE,2019,38563
LIE,2018,38246
LIE,2017,37962
LIE,2016,37716
LIE,2015,37494
LIE,2014,37248
LIE,2013,36984
LIE,2012,36657
LIE,2011,36312
LIE,2010,36022
LIE,2009,35742
LIE,2008,35473
LIE,2007,35262
LIE,2006,35037
LIE,2005,34753
LIE,2004,34447
LIE,2003,34079
LIE,2002,33694
LIE,2001,33194
LIE,2000,32645
LIE,1999,32221
LIE,1998,31668
LIE,1997,31232
LIE,1996,31033
LIE,1995,30776
LIE,1994,30470
LIE,1993,30089
LIE,1992,29627
LIE,1991,29209
LIE,1990,28742
LVA,2023,1877445
LVA,2022,1879383
LVA,2021,1884490
LVA,2020,1900449
LVA,2019,1913822
LVA,2018,1927174
LVA,2017,1942248
LVA,2016,1959537
LVA,2015,1977527
LVA,2014,1993782
LVA,2013,2012647
LVA,2012,2034319
LVA,2011,2059709
LVA,2010,2097555
LVA,2009,2141669
LVA,2008,2177322
LVA,2007,2200325
LVA,2006,2218357
LVA,2005,2238799
LVA,2004,2263122
LVA,2003,2287955
LVA,2002,2310173
LVA,2001,2337170
LVA,2000,2367550
LVA,1999,2390482
LVA,1998,2410019
LVA,1997,2432851
LVA,1996,2457222
LVA,1995,2485056
LVA,1994,2520742
LVA,1993,2563290
LVA,1992,2614338
LVA,1991,2650581
LVA,1990,2663151
MNE,2023,623529
MNE,2022,623591
MNE,2021,625053
MNE,2020,626590
MNE,2019,626753
MNE,2018,626438
MNE,2017,625982
MNE,2016,625353
MNE,2015,624651
MNE,2014,623744
MNE,2013,622587
MNE,2012,621418
MNE,2011,620345
MNE,2010,619428
MNE,2009,618294
MNE,2008,616969
MNE,2007,615875
MNE,2006,615025
MNE,2005,614261
MNE,2004,613353
MNE,2003,612267
MNE,2002,609828
MNE,2001,607389
MNE,2000,604950
MNE,1999,606001
MNE,1998,607662
MNE,1997,609520
MNE,1996,611003
MNE,1995,611712
MNE,1994,611389
MNE,1993,610170
MNE,1992,608516
MNE,1991,607105
MNE,1990,606372
PAN,2023,4458759
PAN,2022,4400773
PAN,2021,4345405
PAN,2020,4293261
PAN,2019,4234700
PAN,2018,4167860
PAN,2017,4098707
PAN,2016,4029086
PAN,2015,3960035
PAN,2014,3892101
PAN,2013,3825329
PAN,2012,3759256
PAN,2011,3693505
PAN,2010,3628535
PAN,2009,3564381
PAN,2008,3500648
PAN,2007,3437490
PAN,2006,3375024
PAN,2005,3313026
PAN,2004,3251155
PAN,2003,3189807
PAN,2002,3129344
PAN,2001,3069537
PAN,2000,3010369
PAN,1999,2951822
PAN,1998,2893914
PAN,1997,2836695
PAN,1996,2780227
PAN,1995,2724557
PAN,1994,2669546
PAN,1993,2615099
PAN,1992,2561336
PAN,1991,2508265
PAN,1990,2455583
DMA,2023,66510
DMA,2022,66826
DMA,2021,67202
DMA,2020,67573
DMA,2019,67880
DMA,2018,68174
DMA,2017,68496
DMA,2016,69606
DMA,2015,70410
DMA,2014,70373
DMA,2013,69715
DMA,2012,69118
DMA,2011,69053
DMA,2010,68859
DMA,2009,68864
DMA,2008,68854
DMA,2007,68847
DMA,2006,68806
DMA,2005,68734
DMA,2004,68649
DMA,2003,68531
DMA,2002,68367
DMA,2001,68288
DMA,2000,68511
DMA,1999,68870
DMA,1998,69124
DMA,1997,69299
DMA,1996,69410
DMA,1995,69469
DMA,1994,69477
DMA,1993,69433
DMA,1992,69325
DMA,1991,69296
DMA,1990,69627
JOR,2023,11439213
JOR,2022,11256263
JOR,2021,11066356
JOR,2020,10865228
JOR,2019,10671891
JOR,2018,10462306
JOR,2017,10234226
JOR,2016,10006367
JOR,2015,9544729
JOR,2014,8791710
JOR,2013,7991809
JOR,2012,7587127
JOR,2011,7480424
JOR,2010,7297043
JOR,2009,7141753
JOR,2008,6989866
JOR,2007,6827227
JOR,2006,6427371
JOR,2005,6029587
JOR,2004,5882061
JOR,2003,5741828
JOR,2002,5616066
JOR,2001,5498894
JOR,2000,5386945
JOR,1999,5276444
JOR,1998,5164284
JOR,1997,5046285
JOR,1996,4912516
JOR,1995,4752096
JOR,1994,4561406
JOR,1993,4348020
JOR,1992,4127693
JOR,1991,3915149
JOR,1990,3621908
KNA,2023,46758
KNA,2022,46709
KNA,2021,46763
KNA,2020,46870
KNA,2019,46952
KNA,2018,47008
KNA,2017,47050
KNA,2016,47075
KNA,2015,47087
KNA,2014,47089
KNA,2013,47069
KNA,2012,47033
KNA,2011,46886
KNA,2010,46846
KNA,2009,46916
KNA,2008,46835
KNA,2007,46706
KNA,2006,46569
KNA,2005,46437
KNA,2004,46315
KNA,2003,46176
KNA,2002,46020
KNA,2001,45761
KNA,2000,45248
KNA,1999,44601
KNA,1998,43998
KNA,1997,43428
KNA,1996,42877
KNA,1995,42326
KNA,1994,41776
KNA,1993,41242
KNA,1992,40715
KNA,1991,40358
KNA,1990,40432
LCA,2023,179285
LCA,2022,178781
LCA,2021,178522
LCA,2020,178250
LCA,2019,177661
LCA,2018,177017
LCA,2017,176342
LCA,2016,175646
LCA,2015,174905
LCA,2014,174138
LCA,2013,173369
LCA,2012,172587
LCA,2011,171801
LCA,2010,170906
LCA,2009,169869
LCA,2008,168808
LCA,2007,167758
LCA,2006,166639
LCA,2005,165450
LCA,2004,164239
LCA,2003,162976
LCA,2002,161641
LCA,2001,160237
LCA,2000,158616
LCA,1999,156702
LCA,1998,154677
LCA,1997,152569
LCA,1996,150436
LCA,1995,148208
LCA,1994,145890
LCA,1993,143726
LCA,1992,141617
LCA,1991,139520
LCA,1990,137857
MEX,2023,129739759
MEX,2022,128613117
MEX,2021,127648148
MEX,2020,126799054
MEX,2019,125762982
MEX,2018,124573711
MEX,2017,123400057
MEX,2016,122251351
MEX,2015,121072306
MEX,2014,119784261
MEX,2013,118343573
MEX,2012,116818208
MEX,2011,115243504
MEX,2010,113623895
MEX,2009,111999721
MEX,2008,110374288
MEX,2007,108774360
MEX,2006,107253666
MEX,2005,105811504
MEX,2004,104394131
MEX,2003,102978515
MEX,2002,101548624
MEX,2001,100099099
MEX,2000,98625552
MEX,1999,97115707
MEX,1998,95575245
MEX,1997,94021207
MEX,1996,92452702
MEX,1995,90862455
MEX,1994,89259205
MEX,1993,87653807
MEX,1992,86044809
MEX,1991,84430572
MEX,1990,82820170
MLT,2023,552747
MLT,2022,531113
MLT,2021,518150
MLT,2020,515490
MLT,2019,503912
MLT,2018,483903
MLT,2017,467106
MLT,2016,454505
MLT,2015,444220
MLT,2014,433481
MLT,2013,424810
MLT,2012,420028
MLT,2011,416268
MLT,2010,414508
MLT,2009,412477
MLT,2008,409379
MLT,2007,406724
MLT,2006,405308
MLT,2005,403834
MLT,2004,401268
MLT,2003,398582
MLT,2002,395969
MLT,2001,393028
MLT,2000,390087
MLT,1999,387578
MLT,1998,385287
MLT,1997,382791
MLT,1996,379905
MLT,1995,377419
MLT,1994,374797
MLT,1993,371308
MLT,1992,367618
MLT,1991,363845
MLT,1990,354170
OMN,2023,5049269
OMN,2022,4730226
OMN,2021,4500424
OMN,2020,4522497
OMN,2019,4591241
OMN,2018,4597877
OMN,2017,4537396
OMN,2016,4390877
OMN,2015,4184895
OMN,2014,4002439
OMN,2013,3833913
OMN,2012,3547106
OMN,2011,3076763
OMN,2010,2757446
OMN,2009,2684659
OMN,2008,2626529
OMN,2007,2570174
OMN,2006,2514795
OMN,2005,2459802
OMN,2004,2404821
OMN,2003,2363796
OMN,2002,2337140
OMN,2001,2310217
OMN,2000,2282131
OMN,1999,2252909
OMN,1998,2222489
OMN,1997,2190720
OMN,1996,2156926
OMN,1995,2120528
OMN,1994,2081834
OMN,1993,2021675
OMN,1992,1938238
OMN,1991,1851473
OMN,1990,1763954
TTO,2023,1367510
TTO,2022,1365805
TTO,2021,1367558
TTO,2020,1366725
TTO,2019,1363985
TTO,2018,1359193
TTO,2017,1356633
TTO,2016,1353895
TTO,2015,1349667
TTO,2014,1345343
TTO,2013,1340557
TTO,2012,1335194
TTO,2011,1328019
TTO,2010,1317714
TTO,2009,1310106
TTO,2008,1308587
TTO,2007,1303188
TTO,2006,1297944
TTO,2005,1294494
TTO,2004,1345380
TTO,2003,1338709
TTO,2002,1332011
TTO,2001,1325567
TTO,2000,1319774
TTO,1999,1314708
TTO,1998,1310225
TTO,1997,1305836
TTO,1996,1300928
TTO,1995,1295169
TTO,1994,1288341
TTO,1993,1280466
TTO,1992,1271674
TTO,1991,1262171
TTO,1990,1252208
BGR,2023,6446596
BGR,2022,6465097
BGR,2021,6507301
BGR,2020,6550696
BGR,2019,6616726
BGR,2018,6710798
BGR,2017,6803468
BGR,2016,6894139
BGR,2015,6984225
BGR,2014,7073572
BGR,2013,7160005
BGR,2012,7305888
BGR,2011,7348328
BGR,2010,7395599
BGR,2009,7444443
BGR,2008,7492561
BGR,2007,7545338
BGR,2006,7601022
BGR,2005,7658972
BGR,2004,7716860
BGR,2003,7775327
BGR,2002,7837161
BGR,2001,8009142
BGR,2000,8170172
BGR,1999,8210624
BGR,1998,8256786
BGR,1997,8312068
BGR,1996,8362826
BGR,1995,8406067
BGR,1994,8443591
BGR,1993,8472313
BGR,1992,8540164
BGR,1991,8632367
BGR,1990,8718289
BHS,2023,399440
BHS,2022,397538
BHS,2021,396373
BHS,2020,395863
BHS,2019,394675
BHS,2018,392717
BHS,2017,390485
BHS,2016,388055
BHS,2015,385346
BHS,2014,382298
BHS,2013,378953
BHS,2012,375469
BHS,2011,371729
BHS,2010,367478
BHS,2009,362810
BHS,2008,358120
BHS,2007,353334
BHS,2006,348375
BHS,2005,343894
BHS,2004,339782
BHS,2003,335618
BHS,2002,331614
BHS,2001,327836
BHS,2000,323835
BHS,1999,319614
BHS,1998,315368
BHS,1997,310904
BHS,1996,306268
BHS,1995,301461
BHS,1994,296509
BHS,1993,291339
BHS,1992,285927
BHS,1991,280731
BHS,1990,275945
CAN,2023,40083484
CAN,2022,38935934
CAN,2021,38239864
CAN,2020,38028638
CAN,2019,37618495
CAN,2018,37072620
CAN,2017,36545075
CAN,2016,36110803
CAN,2015,35704498
CAN,2014,35434066
CAN,2013,35080992
CAN,2012,34713395
CAN,2011,34339221
CAN,2010,34005902
CAN,2009,33630069
CAN,2008,33247298
CAN,2007,32888886
CAN,2006,32571193
CAN,2005,32242732
CAN,2004,31938807
CAN,2003,31642461
CAN,2002,31359199
CAN,2001,31020855
CAN,2000,30685730
CAN,1999,30401286
CAN,1998,30155173
CAN,1997,29905948
CAN,1996,29610218
CAN,1995,29302311
CAN,1994,29000663
CAN,1993,28684764
CAN,1992,28371264
CAN,1991,28037420
CAN,1990,27691138
CRI,2023,5105525
CRI,2022,5081765
CRI,2021,5059988
CRI,2020,5034320
CRI,2019,4999553
CRI,2018,4957818
CRI,2017,4913177
CRI,2016,4866998
CRI,2015,4818038
CRI,2014,4767119
CRI,2013,4716147
CRI,2012,4663934
CRI,2011,4609833
CRI,2010,4555962
CRI,2009,4499791
CRI,2008,4440056
CRI,2007,4380248
CRI,2006,4321340
CRI,2005,4261240
CRI,2004,4200078
CRI,2003,4138784
CRI,2002,4075705
CRI,2001,4008947
CRI,2000,3937739
CRI,1999,3862101
CRI,1998,3782838
CRI,1997,3701711
CRI,1996,3619013
CRI,1995,3535176
CRI,1994,3451122
CRI,1993,3367434
CRI,1992,3284258
CRI,1991,3202176
CRI,1990,3121706
DOM,2023,11331265
DOM,2022,11230734
DOM,2021,11123476
DOM,2020,11008300
DOM,2019,10894043
DOM,2018,10782053
DOM,2017,10666843
DOM,2016,10551430
DOM,2015,10434829
DOM,2014,10315528
DOM,2013,10193833
DOM,2012,10070411
DOM,2011,9945621
DOM,2010,9820175
DOM,2009,9695265
DOM,2008,9573130
DOM,2007,9455658
DOM,2006,9341183
DOM,2005,9225034
DOM,2004,9104892
DOM,2003,8980620
DOM,2002,8852235
DOM,2001,8720283
DOM,2000,8584190
DOM,1999,8446208
DOM,1998,8310362
DOM,1997,8174078
DOM,1996,8032894
DOM,1995,7888115
DOM,1994,7741694
DOM,1993,7594572
DOM,1992,7447474
DOM,1991,7299853
DOM,1990,7151166
SLV,2023,6309624
SLV,2022,6280319
SLV,2021,6255782
SLV,2020,6234673
SLV,2019,6222318
SLV,2018,6219807
SLV,2017,6213533
SLV,2016,6200800
SLV,2015,6183676
SLV,2014,6162955
SLV,2013,6138839
SLV,2012,6113975
SLV,2011,6090127
SLV,2010,6068249
SLV,2009,6048279
SLV,2008,6029297
SLV,2007,6009824
SLV,2006,6002319
SLV,2005,6005578
SLV,2004,6004671
SLV,2003,5998599
SLV,2002,5986631
SLV,2001,5968060
SLV,2000,5943366
SLV,1999,5913900
SLV,1998,5880781
SLV,1997,5844578
SLV,1996,5805286
SLV,1995,5762131
SLV,1994,5714129
SLV,1993,5659957
SLV,1992,5585609
SLV,1991,5495077
SLV,1990,5399726
URY,2023,3388081
URY,2022,3390913
URY,2021,3396695
URY,2020,3398968
URY,2019,3397206
URY,2018,3394534
URY,2017,3388438
URY,2016,3379283
URY,2015,3368017
URY,2014,3356334
URY,2013,3345337
URY,2012,3335401
URY,2011,3326825
URY,2010,3318580
URY,2009,3310091
URY,2008,3302177
URY,2007,3295153
URY,2006,3289506
URY,2005,3285771
URY,2004,3283148
URY,2003,3281186
URY,2002,3278867
URY,2001,3274251
URY,2000,3266206
URY,1999,3254015
URY,1998,3239280
URY,1997,3223345
URY,1996,3206324
URY,1995,3189440
URY,1994,3172834
URY,1993,3156345
URY,1992,3139702
URY,1991,3122354
URY,1990,3104403
BIH,2023,3185073
BIH,2022,3204802
BIH,2021,3244907
BIH,2020,3299349
BIH,2019,3345533
BIH,2018,3387000
BIH,2017,3428682
BIH,2016,3473003
BIH,2015,3518541
BIH,2014,3564829
BIH,2013,3610859
BIH,2012,3670113
BIH,2011,3741798
BIH,2010,3811472
BIH,2009,3879794
BIH,2008,3947544
BIH,2007,4013424
BIH,2006,4063272
BIH,2005,4096493
BIH,2004,4140987
BIH,2003,4178523
BIH,2002,4188002
BIH,2001,4179438
BIH,2000,4159771
BIH,1999,4130305
BIH,1998,4089356
BIH,1997,4018227
BIH,1996,3875246
BIH,1995,3715564
BIH,1994,3725412
BIH,1993,3904482
BIH,1992,4234616
BIH,1991,4458343
BIH,1990,4448652
VCT,2023,101323
VCT,2022,102046
VCT,2021,102841
VCT,2020,103526
VCT,2019,104167
VCT,2018,104926
VCT,2017,105663
VCT,2016,106349
VCT,2015,106960
VCT,2014,107535
VCT,2013,108135
VCT,2012,108736
VCT,2011,109349
VCT,2010,109959
VCT,2009,110508
VCT,2008,111028
VCT,2007,111531
VCT,2006,112014
VCT,2005,112450
VCT,2004,112835
VCT,2003,113141
VCT,2002,113347
VCT,2001,113501
VCT,2000,113545
VCT,1999,113366
VCT,1998,113180
VCT,1997,113141
VCT,1996,113119
VCT,1995,113047
VCT,1994,112918
VCT,1993,112735
VCT,1992,112509
VCT,1991,112222
VCT,1990,111812
ECU,2023,17980083
ECU,2022,17823897
ECU,2021,17682454
ECU,2020,17546065
ECU,2019,17340021
ECU,2018,17049547
ECU,2017,16759519
ECU,2016,16505139
ECU,2015,16266225
ECU,2014,16035124
ECU,2013,15807128
ECU,2012,15572194
ECU,2011,15326227
ECU,2010,15076695
ECU,2009,14825954
ECU,2008,14575202
ECU,2007,14328773
ECU,2006,14086131
ECU,2005,13846163
ECU,2004,13608701
ECU,2003,13372306
ECU,2002,13138472
ECU,2001,12910740
ECU,2000,12689206
ECU,1999,12470795
ECU,1998,12251184
ECU,1997,12031127
ECU,1996,11810950
ECU,1995,11590514
ECU,1994,11372197
ECU,1993,11154274
ECU,1992,10930128
ECU,1991,10702380
ECU,1990,10473673
IDN,2023,281190067
IDN,2022,278830529
IDN,2021,276758053
IDN,2020,274814866
IDN,2019,272489381
IDN,2018,269951846
IDN,2017,267346658
IDN,2016,264627418
IDN,2015,261799249
IDN,2014,258877399
IDN,2013,255852467
IDN,2012,252698525
IDN,2011,249470032
IDN,2010,246305322
IDN,2009,243220028
IDN,2008,240157903
IDN,2007,237062337
IDN,2006,233951652
IDN,2005,230871650
IDN,2004,227926649
IDN,2003,225048008
IDN,2002,222088495
IDN,2001,219097902
IDN,2000,216077790
IDN,1999,213004668
IDN,1998,209826788
IDN,1997,206536095
IDN,1996,203204348
IDN,1995,199888057
IDN,1994,196591828
IDN,1993,193305168
IDN,1992,190043744
IDN,1991,186778238
IDN,1990,183501098
MAR,2023,37712505
MAR,2022,37329064
MAR,2021,36954442
MAR,2020,36584208
MAR,2019,36210898
MAR,2018,35839760
MAR,2017,35446392
MAR,2016,35023457
MAR,2015,34607588
MAR,2014,34204780
MAR,2013,33787571
MAR,2012,33355241
MAR,2011,32912588
MAR,2010,32467016
MAR,2009,32030778
MAR,2008,31606767
MAR,2007,31186468
MAR,2006,30771178
MAR,2005,30358144
MAR,2004,29953018
MAR,2003,29571415
MAR,2002,29198142
MAR,2001,28814643
MAR,2000,28423435
MAR,1999,28027179
MAR,1998,27621648
MAR,1997,27213337
MAR,1996,26808107
MAR,1995,26399429
MAR,1994,26000822
MAR,1993,25614586
MAR,1992,25212468
MAR,1991,24799014
MAR,1990,24375551
MUS,2023,1261041
MUS,2022,1262523
MUS,2021,1266334
MUS,2020,1266014
MUS,2019,1265985
MUS,2018,1265577
MUS,2017,1264887
MUS,2016,1263747
MUS,2015,1262879
MUS,2014,1261208
MUS,2013,1258927
MUS,2012,1255882
MUS,2011,1252404
MUS,2010,1250400
MUS,2009,1247429
MUS,2008,1244121
MUS,2007,1239630
MUS,2006,1233996
MUS,2005,1228254
MUS,2004,1221003
MUS,2003,1213370
MUS,2002,1204621
MUS,2001,1196287
MUS,2000,1186873
MUS,1999,1175267
MUS,1998,1160421
MUS,1997,1148284
MUS,1996,1133996
MUS,1995,1122457
MUS,1994,1112846
MUS,1993,1097374
MUS,1992,1084441
MUS,1991,1070266
MUS,1990,1058775
ABW,2023,107359
ABW,2022,107310
ABW,2021,107700
ABW,2020,108587
ABW,2019,109203
ABW,2018,108908
ABW,2017,108735
ABW,2016,108727
ABW,2015,107906
ABW,2014,106807
ABW,2013,105675
ABW,2012,104110
ABW,2011,102591
ABW,2010,101838
ABW,2009,101604
ABW,2008,100917
ABW,2007,100150
ABW,2006,99405
ABW,2005,97635
ABW,2004,95138
ABW,2003,93128
ABW,2002,92074
ABW,2001,91439
ABW,2000,90588
ABW,1999,89659
ABW,1998,88451
ABW,1997,86301
ABW,1996,83021
ABW,1995,79805
ABW,1994,77595
ABW,1993,73685
ABW,1992,69005
ABW,1991,65896
ABW,1990,62753
AUS,2023,26652777
AUS,2022,26014399
AUS,2021,25685412
AUS,2020,25649248
AUS,2019,25334826
AUS,2018,24963258
AUS,2017,24592588
AUS,2016,24190907
AUS,2015,23815995
AUS,2014,23475686
AUS,2013,23128129
AUS,2012,22733465
AUS,2011,22340024
AUS,2010,22031750
AUS,2009,21691653
AUS,2008,21249199
AUS,2007,20827622
AUS,2006,20450966
AUS,2005,20176844
AUS,2004,19932722
AUS,2003,19720737
AUS,2002,19495210
AUS,2001,19274701
AUS,2000,19028802
AUS,1999,18812264
AUS,1998,18607584
AUS,1997,18423037
AUS,1996,18224767
AUS,1995,18004882
AUS,1994,17805468
AUS,1993,17634808
AUS,1992,17478635
AUS,1991,17284036
AUS,1990,17065128
BLR,2023,9178298
BLR,2022,9228071
BLR,2021,9302585
BLR,2020,9379952
BLR,2019,9419758
BLR,2018,9438785
BLR,2017,9458989
BLR,2016,9469379
BLR,2015,9461076
BLR,2014,9448515
BLR,2013,9443211
BLR,2012,9446836
BLR,2011,9461643
BLR,2010,9483836
BLR,2009,9504583
BLR,2008,9527985
BLR,2007,9560953
BLR,2006,9604924
BLR,2005,9663915
BLR,2004,9730146
BLR,2003,9796749
BLR,2002,9865548
BLR,2001,9928549
BLR,2000,9979610
BLR,1999,10026738
BLR,1998,10071963
BLR,1997,10117433
BLR,1996,10159569
BLR,1995,10193831
BLR,1994,10226955
BLR,1993,10239050
BLR,1992,10216470
BLR,1991,10194050
BLR,1990,10189348
BMU,2023,64698
BMU,2022,64749
BMU,2021,64648
BMU,2020,64382
BMU,2019,64107
BMU,2018,63831
BMU,2017,63578
BMU,2016,63449
BMU,2015,63464
BMU,2014,63529
BMU,2013,63574
BMU,2012,63646
BMU,2011,63733
BMU,2010,63725
BMU,2009,63565
BMU,2008,63300
BMU,2007,63010
BMU,2006,62834
BMU,2005,62711
BMU,2004,62555
BMU,2003,62386
BMU,2002,62142
BMU,2001,61867
BMU,2000,61550
BMU,1999,61124
BMU,1998,60639
BMU,1997,60177
BMU,1996,59813
BMU,1995,59526
BMU,1994,59194
BMU,1993,58816
BMU,1992,58407
BMU,1991,57984
BMU,1990,57559
BRA,2023,211140729
BRA,2022,210306415
BRA,2021,209550294
BRA,2020,208660842
BRA,2019,207455459
BRA,2018,206107261
BRA,2017,204703445
BRA,2016,203218114
BRA,2015,201675532
BRA,2014,200085127
BRA,2013,198478299
BRA,2012,196876111
BRA,2011,195284734
BRA,2010,193701929
BRA,2009,192079951
BRA,2008,190367302
BRA,2007,188552320
BRA,2006,186653106
BRA,2005,184688101
BRA,2004,182675143
BRA,2003,180622688
BRA,2002,178503484
BRA,2001,176301203
BRA,2000,174018282
BRA,1999,171641543
BRA,1998,169159655
BRA,1997,166661659
BRA,1996,164202549
BRA,1995,161735073
BRA,1994,159265006
BRA,1993,156794577
BRA,1992,154275079
BRA,1991,151724256
BRA,1990,149143223
CYP,2023,1344976
CYP,2022,1331370
CYP,2021,1317309
CYP,2020,1302247
CYP,2019,1286671
CYP,2018,1270737
CYP,2017,1254275
CYP,2016,1237112
CYP,2015,1219502
CYP,2014,1201801
CYP,2013,1183895
CYP,2012,1165397
CYP,2011,1146493
CYP,2010,1127816
CYP,2009,1109371
CYP,2008,1091026
CYP,2007,1072714
CYP,2006,1054418
CYP,2005,1036151
CYP,2004,1017875
CYP,2003,999590
CYP,2002,981440
CYP,2001,964127
CYP,2000,947667
CYP,1999,931234
CYP,1998,914548
CYP,1997,897568
CYP,1996,880290
CYP,1995,862695
CYP,1994,844667
CYP,1993,826034
CYP,1992,810341
CYP,1991,798944
CYP,1990,788351
EGY,2023,114535772
EGY,2022,112618250
EGY,2021,110957008
EGY,2020,109315124
EGY,2019,107553158
EGY,2018,105682094
EGY,2017,103696057
EGY,2016,101644589
EGY,2015,99597342
EGY,2014,97528654
EGY,2013,95333553
EGY,2012,93161001
EGY,2011,91093059
EGY,2010,89196072
EGY,2009,87501636
EGY,2008,85864789
EGY,2007,84276225
EGY,2006,82700403
EGY,2005,81101004
EGY,2004,79477443
EGY,2003,77853548
EGY,2002,76239137
EGY,2001,74652029
EGY,2000,73083284
EGY,1999,71520954
EGY,1998,69943294
EGY,1997,68431740
EGY,1996,67028048
EGY,1995,65652622
EGY,1994,64285589
EGY,1993,62915681
EGY,1992,61480660
EGY,1991,60028997
EGY,1990,58396618
EST,2023,1370286
EST,2022,1348840
EST,2021,1330932
EST,2020,1329522
EST,2019,1326898
EST,2018,1321977
EST,2017,1317384
EST,2016,1315790
EST,2015,1315407
EST,2014,1314545
EST,2013,1317997
EST,2012,1322696
EST,2011,1327439
EST,2010,1331475
EST,2009,1334515
EST,2008,1337090
EST,2007,1340680
EST,2006,1346810
EST,2005,1354775
EST,2004,1362550
EST,2003,1370720
EST,2002,1379350
EST,2001,1388115
EST,2000,1396985
EST,1999,1390244
EST,1998,1386156
EST,1997,1399535
EST,1996,1415594
EST,1995,1436634
EST,1994,1462514
EST,1993,1494128
EST,1992,1533091
EST,1991,1561314
EST,1990,1569174
FJI,2023,924145
FJI,2022,919422
FJI,2021,916711
FJI,2020,914963
FJI,2019,914899
FJI,2018,917180
FJI,2017,918759
FJI,2016,919166
FJI,2015,918578
FJI,2014,917585
FJI,2013,916352
FJI,2012,914918
FJI,2011,912989
FJI,2010,910419
FJI,2009,907239
FJI,2008,903399
FJI,2007,897832
FJI,2006,890365
FJI,2005,882379
FJI,2004,874366
FJI,2003,866286
FJI,2002,858049
FJI,2001,849596
FJI,2000,840909
FJI,1999,831828
FJI,1998,822258
FJI,1997,812139
FJI,1996,803789
FJI,1995,798746
FJI,1994,794771
FJI,1993,790369
FJI,1992,785346
FJI,1991,779656
FJI,1990,773316
GEO,2023,3715483
GEO,2022,3712502
GEO,2021,3708610
GEO,2020,3722716
GEO,2019,3720161
GEO,2018,3726549
GEO,2017,3728004
GEO,2016,3727505
GEO,2015,3725276
GEO,2014,3719414
GEO,2013,3717668
GEO,2012,3728874
GEO,2011,3756441
GEO,2010,3786695
GEO,2009,3814419
GEO,2008,3848449
GEO,2007,3860158
GEO,2006,3880347
GEO,2005,3902469
GEO,2004,3927340
GEO,2003,3951736
GEO,2002,3978515
GEO,2001,4014373
GEO,2000,4077131
GEO,1999,4157192
GEO,1998,4243607
GEO,1997,4349913
GEO,1996,4491699
GEO,1995,4657722
GEO,1994,4836076
GEO,1993,4911100
GEO,1992,4873500
GEO,1991,4835900
GEO,1990,4802000
HKG,2023,7536100
HKG,2022,7346100
HKG,2021,7413100
HKG,2020,7481000
HKG,2019,7507900
HKG,2018,7452600
HKG,2017,7393200
HKG,2016,7336600
HKG,2015,7291300
HKG,2014,7229500
HKG,2013,7178900
HKG,2012,7150100
HKG,2011,7071600
HKG,2010,7024200
HKG,2009,6972800
HKG,2008,6957800
HKG,2007,6916300
HKG,2006,6857100
HKG,2005,6813200
HKG,2004,6783500
HKG,2003,6730800
HKG,2002,6744100
HKG,2001,6714300
HKG,2000,6665000
HKG,1999,6606500
HKG,1998,6543700
HKG,1997,6489300
HKG,1996,6435500
HKG,1995,6156100
HKG,1994,6035400
HKG,1993,5901000
HKG,1992,5800500
HKG,1991,5752000
HKG,1990,5704500
IND,2023,1438069596
IND,2022,1425423212
IND,2021,1414203896
IND,2020,1402617695
IND,2019,1389030312
IND,2018,1374659064
IND,2017,1359657400
IND,2016,1343944296
IND,2015,1328024498
IND,2014,1312277191
IND,2013,1295829511
IND,2012,1278674502
IND,2011,1261224954
IND,2010,1243481564
IND,2009,1225524753
IND,2008,1207930964
IND,2007,1190676021
IND,2006,1172878890
IND,2005,1154676322
IND,2004,1135991513
IND,2003,1116803006
IND,2002,1097600380
IND,2001,1077898575
IND,2000,1057922733
IND,1999,1038225823
IND,1998,1018665080
IND,1997,999133762
